Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
I'm Miranda from Glassdoor,"[{'x': 86, 'y': 559}, {'x': 716, 'y': 560}, {'x': 716, 'y': 609}, {'x': 86, 'y': 609}]",I'm,"[{'x': 87, 'y': 560}, {'x': 130, 'y': 560}, {'x': 130, 'y': 609}, {'x': 87, 'y': 609}]",0.9430
I'm Miranda from Glassdoor,"[{'x': 86, 'y': 559}, {'x': 716, 'y': 560}, {'x': 716, 'y': 609}, {'x': 86, 'y': 609}]",Miranda,"[{'x': 163, 'y': 560}, {'x': 348, 'y': 560}, {'x': 348, 'y': 610}, {'x': 163, 'y': 610}]",0.9970
I'm Miranda from Glassdoor,"[{'x': 86, 'y': 559}, {'x': 716, 'y': 560}, {'x': 716, 'y': 609}, {'x': 86, 'y': 609}]",from,"[{'x': 361, 'y': 560}, {'x': 450, 'y': 560}, {'x': 450, 'y': 610}, {'x': 361, 'y': 610}]",0.9930
I'm Miranda from Glassdoor,"[{'x': 86, 'y': 559}, {'x': 716, 'y': 560}, {'x': 716, 'y': 609}, {'x': 86, 'y': 609}]",Glassdoor,"[{'x': 483, 'y': 561}, {'x': 716, 'y': 562}, {'x': 716, 'y': 608}, {'x': 483, 'y': 610}]",0.9940
(USA). We offer quality remote,"[{'x': 86, 'y': 619}, {'x': 785, 'y': 619}, {'x': 785, 'y': 675}, {'x': 86, 'y': 675}]",(USA).,"[{'x': 87, 'y': 620}, {'x': 235, 'y': 621}, {'x': 234, 'y': 676}, {'x': 87, 'y': 676}]",0.9930
(USA). We offer quality remote,"[{'x': 86, 'y': 619}, {'x': 785, 'y': 619}, {'x': 785, 'y': 675}, {'x': 86, 'y': 675}]",We,"[{'x': 245, 'y': 621}, {'x': 318, 'y': 621}, {'x': 318, 'y': 676}, {'x': 245, 'y': 676}]",0.9990
(USA). We offer quality remote,"[{'x': 86, 'y': 619}, {'x': 785, 'y': 619}, {'x': 785, 'y': 675}, {'x': 86, 'y': 675}]",offer,"[{'x': 330, 'y': 621}, {'x': 442, 'y': 622}, {'x': 442, 'y': 675}, {'x': 329, 'y': 676}]",0.9940
(USA). We offer quality remote,"[{'x': 86, 'y': 619}, {'x': 785, 'y': 619}, {'x': 785, 'y': 675}, {'x': 86, 'y': 675}]",quality,"[{'x': 453, 'y': 622}, {'x': 604, 'y': 622}, {'x': 603, 'y': 675}, {'x': 452, 'y': 675}]",0.9970
(USA). We offer quality remote,"[{'x': 86, 'y': 619}, {'x': 785, 'y': 619}, {'x': 785, 'y': 675}, {'x': 86, 'y': 675}]",remote,"[{'x': 615, 'y': 622}, {'x': 780, 'y': 623}, {'x': 778, 'y': 674}, {'x': 614, 'y': 675}]",0.9930
online part-time/full-time jobs,"[{'x': 81, 'y': 682}, {'x': 762, 'y': 680}, {'x': 763, 'y': 731}, {'x': 81, 'y': 733}]",online,"[{'x': 82, 'y': 683}, {'x': 215, 'y': 683}, {'x': 215, 'y': 733}, {'x': 82, 'y': 733}]",0.9970
online part-time/full-time jobs,"[{'x': 81, 'y': 682}, {'x': 762, 'y': 680}, {'x': 763, 'y': 731}, {'x': 81, 'y': 733}]",part-time/full-time,"[{'x': 230, 'y': 683}, {'x': 646, 'y': 681}, {'x': 644, 'y': 733}, {'x': 229, 'y': 733}]",0.9870
online part-time/full-time jobs,"[{'x': 81, 'y': 682}, {'x': 762, 'y': 680}, {'x': 763, 'y': 731}, {'x': 81, 'y': 733}]",jobs,"[{'x': 660, 'y': 681}, {'x': 761, 'y': 681}, {'x': 758, 'y': 732}, {'x': 658, 'y': 733}]",0.9930
helping Costco merchants update,"[{'x': 82, 'y': 741}, {'x': 858, 'y': 741}, {'x': 858, 'y': 791}, {'x': 82, 'y': 792}]",helping,"[{'x': 83, 'y': 741}, {'x': 245, 'y': 741}, {'x': 244, 'y': 793}, {'x': 83, 'y': 793}]",0.9960
helping Costco merchants update,"[{'x': 82, 'y': 741}, {'x': 858, 'y': 741}, {'x': 858, 'y': 791}, {'x': 82, 'y': 792}]",Costco,"[{'x': 262, 'y': 741}, {'x': 421, 'y': 742}, {'x': 420, 'y': 793}, {'x': 262, 'y': 793}]",0.9970
helping Costco merchants update,"[{'x': 82, 'y': 741}, {'x': 858, 'y': 741}, {'x': 858, 'y': 791}, {'x': 82, 'y': 792}]",merchants,"[{'x': 435, 'y': 742}, {'x': 681, 'y': 742}, {'x': 680, 'y': 792}, {'x': 434, 'y': 793}]",0.9950
helping Costco merchants update,"[{'x': 82, 'y': 741}, {'x': 858, 'y': 741}, {'x': 858, 'y': 791}, {'x': 82, 'y': 792}]",update,"[{'x': 691, 'y': 742}, {'x': 853, 'y': 742}, {'x': 851, 'y': 791}, {'x': 689, 'y': 792}]",0.9970
their data and increase visibility,"[{'x': 82, 'y': 799}, {'x': 803, 'y': 800}, {'x': 803, 'y': 853}, {'x': 82, 'y': 851}]",their,"[{'x': 83, 'y': 801}, {'x': 185, 'y': 800}, {'x': 185, 'y': 851}, {'x': 83, 'y': 850}]",0.9970
their data and increase visibility,"[{'x': 82, 'y': 799}, {'x': 803, 'y': 800}, {'x': 803, 'y': 853}, {'x': 82, 'y': 851}]",data,"[{'x': 195, 'y': 800}, {'x': 300, 'y': 800}, {'x': 300, 'y': 852}, {'x': 195, 'y': 851}]",0.9930
their data and increase visibility,"[{'x': 82, 'y': 799}, {'x': 803, 'y': 800}, {'x': 803, 'y': 853}, {'x': 82, 'y': 851}]",and,"[{'x': 311, 'y': 800}, {'x': 392, 'y': 799}, {'x': 391, 'y': 853}, {'x': 311, 'y': 852}]",0.9940
their data and increase visibility,"[{'x': 82, 'y': 799}, {'x': 803, 'y': 800}, {'x': 803, 'y': 853}, {'x': 82, 'y': 851}]",increase,"[{'x': 406, 'y': 799}, {'x': 600, 'y': 800}, {'x': 599, 'y': 853}, {'x': 406, 'y': 853}]",0.9960
their data and increase visibility,"[{'x': 82, 'y': 799}, {'x': 803, 'y': 800}, {'x': 803, 'y': 853}, {'x': 82, 'y': 851}]",visibility,"[{'x': 614, 'y': 801}, {'x': 797, 'y': 803}, {'x': 796, 'y': 853}, {'x': 613, 'y': 853}]",0.9950
and bookings with free training.,"[{'x': 79, 'y': 860}, {'x': 803, 'y': 861}, {'x': 803, 'y': 914}, {'x': 79, 'y': 914}]",and,"[{'x': 84, 'y': 862}, {'x': 164, 'y': 861}, {'x': 163, 'y': 915}, {'x': 83, 'y': 915}]",0.9990
and bookings with free training.,"[{'x': 79, 'y': 860}, {'x': 803, 'y': 861}, {'x': 803, 'y': 914}, {'x': 79, 'y': 914}]",bookings,"[{'x': 179, 'y': 861}, {'x': 390, 'y': 861}, {'x': 388, 'y': 915}, {'x': 177, 'y': 915}]",0.9950
and bookings with free training.,"[{'x': 79, 'y': 860}, {'x': 803, 'y': 861}, {'x': 803, 'y': 914}, {'x': 79, 'y': 914}]",with,"[{'x': 400, 'y': 861}, {'x': 498, 'y': 861}, {'x': 495, 'y': 915}, {'x': 398, 'y': 915}]",0.9930
and bookings with free training.,"[{'x': 79, 'y': 860}, {'x': 803, 'y': 861}, {'x': 803, 'y': 914}, {'x': 79, 'y': 914}]",free,"[{'x': 513, 'y': 861}, {'x': 603, 'y': 861}, {'x': 601, 'y': 915}, {'x': 510, 'y': 915}]",0.9930
and bookings with free training.,"[{'x': 79, 'y': 860}, {'x': 803, 'y': 861}, {'x': 803, 'y': 914}, {'x': 79, 'y': 914}]",training.,"[{'x': 614, 'y': 862}, {'x': 804, 'y': 863}, {'x': 801, 'y': 915}, {'x': 612, 'y': 915}]",0.9940
Part-time and full-time flex jobs,"[{'x': 82, 'y': 920}, {'x': 805, 'y': 921}, {'x': 805, 'y': 973}, {'x': 82, 'y': 972}]",Part-time,"[{'x': 83, 'y': 922}, {'x': 293, 'y': 921}, {'x': 293, 'y': 973}, {'x': 83, 'y': 972}]",0.9940
Part-time and full-time flex jobs,"[{'x': 82, 'y': 920}, {'x': 805, 'y': 921}, {'x': 805, 'y': 973}, {'x': 82, 'y': 972}]",and,"[{'x': 308, 'y': 921}, {'x': 389, 'y': 921}, {'x': 388, 'y': 973}, {'x': 307, 'y': 973}]",0.9940
Part-time and full-time flex jobs,"[{'x': 82, 'y': 920}, {'x': 805, 'y': 921}, {'x': 805, 'y': 973}, {'x': 82, 'y': 972}]",full-time,"[{'x': 406, 'y': 921}, {'x': 596, 'y': 921}, {'x': 595, 'y': 974}, {'x': 406, 'y': 973}]",0.9940
Part-time and full-time flex jobs,"[{'x': 82, 'y': 920}, {'x': 805, 'y': 921}, {'x': 805, 'y': 973}, {'x': 82, 'y': 972}]",flex,"[{'x': 611, 'y': 921}, {'x': 692, 'y': 921}, {'x': 691, 'y': 974}, {'x': 610, 'y': 974}]",0.9930
Part-time and full-time flex jobs,"[{'x': 82, 'y': 920}, {'x': 805, 'y': 921}, {'x': 805, 'y': 973}, {'x': 82, 'y': 972}]",jobs,"[{'x': 703, 'y': 921}, {'x': 804, 'y': 921}, {'x': 802, 'y': 974}, {'x': 701, 'y': 974}]",0.9930
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",allow,"[{'x': 82, 'y': 982}, {'x': 183, 'y': 982}, {'x': 182, 'y': 1034}, {'x': 82, 'y': 1034}]",0.9980
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",you,"[{'x': 210, 'y': 982}, {'x': 291, 'y': 982}, {'x': 290, 'y': 1034}, {'x': 210, 'y': 1034}]",0.9990
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",to,"[{'x': 305, 'y': 982}, {'x': 348, 'y': 982}, {'x': 347, 'y': 1034}, {'x': 305, 'y': 1034}]",0.9990
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",work,"[{'x': 362, 'y': 982}, {'x': 476, 'y': 982}, {'x': 476, 'y': 1034}, {'x': 362, 'y': 1034}]",0.9890
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",4,"[{'x': 494, 'y': 982}, {'x': 520, 'y': 982}, {'x': 519, 'y': 1034}, {'x': 493, 'y': 1034}]",0.9970
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",days,"[{'x': 535, 'y': 982}, {'x': 645, 'y': 983}, {'x': 644, 'y': 1034}, {'x': 534, 'y': 1034}]",0.9870
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]",a,"[{'x': 656, 'y': 983}, {'x': 682, 'y': 983}, {'x': 681, 'y': 1034}, {'x': 655, 'y': 1034}]",0.9970
"allow you to work 4 days a week,","[{'x': 82, 'y': 981}, {'x': 829, 'y': 981}, {'x': 829, 'y': 1033}, {'x': 82, 'y': 1033}]","week,","[{'x': 693, 'y': 983}, {'x': 828, 'y': 983}, {'x': 827, 'y': 1033}, {'x': 692, 'y': 1034}]",0.9940
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]",work,"[{'x': 82, 'y': 1043}, {'x': 193, 'y': 1042}, {'x': 192, 'y': 1096}, {'x': 80, 'y': 1096}]",0.9890
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]","simply,","[{'x': 208, 'y': 1042}, {'x': 362, 'y': 1042}, {'x': 361, 'y': 1096}, {'x': 207, 'y': 1096}]",0.9950
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]",when,"[{'x': 373, 'y': 1042}, {'x': 498, 'y': 1042}, {'x': 497, 'y': 1096}, {'x': 371, 'y': 1096}]",0.9930
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]",and,"[{'x': 513, 'y': 1042}, {'x': 593, 'y': 1042}, {'x': 592, 'y': 1096}, {'x': 512, 'y': 1096}]",0.9990
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]",where,"[{'x': 608, 'y': 1042}, {'x': 751, 'y': 1042}, {'x': 749, 'y': 1094}, {'x': 607, 'y': 1096}]",0.9980
"work simply, when and where you","[{'x': 80, 'y': 1042}, {'x': 852, 'y': 1041}, {'x': 852, 'y': 1094}, {'x': 80, 'y': 1096}]",you,"[{'x': 762, 'y': 1042}, {'x': 846, 'y': 1042}, {'x': 844, 'y': 1093}, {'x': 761, 'y': 1094}]",0.9990
want (based on your own,"[{'x': 81, 'y': 1102}, {'x': 659, 'y': 1102}, {'x': 659, 'y': 1152}, {'x': 81, 'y': 1153}]",want,"[{'x': 82, 'y': 1103}, {'x': 197, 'y': 1103}, {'x': 196, 'y': 1154}, {'x': 81, 'y': 1153}]",0.9930
want (based on your own,"[{'x': 81, 'y': 1102}, {'x': 659, 'y': 1102}, {'x': 659, 'y': 1152}, {'x': 81, 'y': 1153}]",(based,"[{'x': 207, 'y': 1103}, {'x': 361, 'y': 1103}, {'x': 359, 'y': 1154}, {'x': 206, 'y': 1154}]",0.9970
want (based on your own,"[{'x': 81, 'y': 1102}, {'x': 659, 'y': 1102}, {'x': 659, 'y': 1152}, {'x': 81, 'y': 1153}]",on,"[{'x': 378, 'y': 1103}, {'x': 429, 'y': 1103}, {'x': 428, 'y': 1153}, {'x': 376, 'y': 1154}]",0.9990
want (based on your own,"[{'x': 81, 'y': 1102}, {'x': 659, 'y': 1102}, {'x': 659, 'y': 1152}, {'x': 81, 'y': 1153}]",your,"[{'x': 447, 'y': 1103}, {'x': 552, 'y': 1104}, {'x': 550, 'y': 1153}, {'x': 445, 'y': 1153}]",0.9930
want (based on your own,"[{'x': 81, 'y': 1102}, {'x': 659, 'y': 1102}, {'x': 659, 'y': 1152}, {'x': 81, 'y': 1153}]",own,"[{'x': 561, 'y': 1104}, {'x': 653, 'y': 1104}, {'x': 651, 'y': 1151}, {'x': 560, 'y': 1152}]",0.9990
"schedule), and earn daily bonuses","[{'x': 81, 'y': 1160}, {'x': 864, 'y': 1160}, {'x': 864, 'y': 1212}, {'x': 81, 'y': 1213}]","schedule),","[{'x': 85, 'y': 1163}, {'x': 324, 'y': 1161}, {'x': 324, 'y': 1214}, {'x': 85, 'y': 1213}]",0.9930
"schedule), and earn daily bonuses","[{'x': 81, 'y': 1160}, {'x': 864, 'y': 1160}, {'x': 864, 'y': 1212}, {'x': 81, 'y': 1213}]",and,"[{'x': 335, 'y': 1160}, {'x': 416, 'y': 1160}, {'x': 415, 'y': 1214}, {'x': 334, 'y': 1214}]",0.9990
"schedule), and earn daily bonuses","[{'x': 81, 'y': 1160}, {'x': 864, 'y': 1160}, {'x': 864, 'y': 1212}, {'x': 81, 'y': 1213}]",earn,"[{'x': 434, 'y': 1160}, {'x': 532, 'y': 1160}, {'x': 532, 'y': 1214}, {'x': 433, 'y': 1214}]",0.9920
"schedule), and earn daily bonuses","[{'x': 81, 'y': 1160}, {'x': 864, 'y': 1160}, {'x': 864, 'y': 1212}, {'x': 81, 'y': 1213}]",daily,"[{'x': 547, 'y': 1160}, {'x': 656, 'y': 1160}, {'x': 655, 'y': 1213}, {'x': 546, 'y': 1214}]",0.9970
"schedule), and earn daily bonuses","[{'x': 81, 'y': 1160}, {'x': 864, 'y': 1160}, {'x': 864, 'y': 1212}, {'x': 81, 'y': 1213}]",bonuses,"[{'x': 667, 'y': 1160}, {'x': 865, 'y': 1162}, {'x': 864, 'y': 1212}, {'x': 666, 'y': 1213}]",0.9930
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",of,"[{'x': 82, 'y': 1220}, {'x': 133, 'y': 1220}, {'x': 133, 'y': 1272}, {'x': 82, 'y': 1272}]",0.9980
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",$50,"[{'x': 143, 'y': 1220}, {'x': 228, 'y': 1219}, {'x': 227, 'y': 1272}, {'x': 143, 'y': 1272}]",0.9930
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",to,"[{'x': 246, 'y': 1219}, {'x': 289, 'y': 1219}, {'x': 288, 'y': 1272}, {'x': 245, 'y': 1272}]",0.9940
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",$500.,"[{'x': 307, 'y': 1219}, {'x': 440, 'y': 1219}, {'x': 439, 'y': 1272}, {'x': 306, 'y': 1272}]",0.9950
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",Receive,"[{'x': 451, 'y': 1219}, {'x': 631, 'y': 1220}, {'x': 629, 'y': 1272}, {'x': 449, 'y': 1272}]",0.9940
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",a,"[{'x': 645, 'y': 1220}, {'x': 672, 'y': 1220}, {'x': 670, 'y': 1272}, {'x': 643, 'y': 1272}]",0.9970
of $50 to $500. Receive a base,"[{'x': 81, 'y': 1219}, {'x': 801, 'y': 1219}, {'x': 801, 'y': 1271}, {'x': 81, 'y': 1271}]",base,"[{'x': 683, 'y': 1220}, {'x': 792, 'y': 1221}, {'x': 789, 'y': 1272}, {'x': 681, 'y': 1272}]",0.9930
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",salary,"[{'x': 84, 'y': 1281}, {'x': 217, 'y': 1281}, {'x': 217, 'y': 1334}, {'x': 84, 'y': 1333}]",0.9970
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",of,"[{'x': 228, 'y': 1281}, {'x': 280, 'y': 1281}, {'x': 279, 'y': 1334}, {'x': 228, 'y': 1334}]",0.9990
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]","$1,000","[{'x': 290, 'y': 1281}, {'x': 441, 'y': 1281}, {'x': 440, 'y': 1334}, {'x': 290, 'y': 1334}]",0.9890
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",for,"[{'x': 459, 'y': 1281}, {'x': 524, 'y': 1281}, {'x': 523, 'y': 1334}, {'x': 458, 'y': 1334}]",0.9990
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",every,"[{'x': 534, 'y': 1281}, {'x': 661, 'y': 1281}, {'x': 660, 'y': 1333}, {'x': 534, 'y': 1334}]",0.9980
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",4,"[{'x': 679, 'y': 1281}, {'x': 706, 'y': 1281}, {'x': 704, 'y': 1333}, {'x': 678, 'y': 1333}]",0.9960
"salary of $1,000 for every 4 work","[{'x': 80, 'y': 1281}, {'x': 837, 'y': 1280}, {'x': 837, 'y': 1332}, {'x': 80, 'y': 1334}]",work,"[{'x': 717, 'y': 1281}, {'x': 829, 'y': 1281}, {'x': 828, 'y': 1331}, {'x': 716, 'y': 1332}]",0.9930
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",days,"[{'x': 80, 'y': 1341}, {'x': 190, 'y': 1341}, {'x': 190, 'y': 1393}, {'x': 80, 'y': 1392}]",0.9930
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",worked.,"[{'x': 200, 'y': 1341}, {'x': 392, 'y': 1341}, {'x': 392, 'y': 1395}, {'x': 200, 'y': 1394}]",0.9940
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",This,"[{'x': 403, 'y': 1341}, {'x': 492, 'y': 1341}, {'x': 491, 'y': 1395}, {'x': 402, 'y': 1395}]",0.9930
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",job,"[{'x': 502, 'y': 1341}, {'x': 573, 'y': 1342}, {'x': 572, 'y': 1395}, {'x': 501, 'y': 1395}]",0.9940
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",can,"[{'x': 588, 'y': 1342}, {'x': 669, 'y': 1342}, {'x': 668, 'y': 1394}, {'x': 587, 'y': 1395}]",0.9940
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",bring,"[{'x': 684, 'y': 1342}, {'x': 803, 'y': 1342}, {'x': 802, 'y': 1393}, {'x': 683, 'y': 1394}]",0.9980
days worked. This job can bring a,"[{'x': 80, 'y': 1341}, {'x': 847, 'y': 1341}, {'x': 847, 'y': 1394}, {'x': 80, 'y': 1393}]",a,"[{'x': 817, 'y': 1343}, {'x': 847, 'y': 1343}, {'x': 846, 'y': 1393}, {'x': 816, 'y': 1393}]",0.9590
good income to the family. A,"[{'x': 80, 'y': 1402}, {'x': 733, 'y': 1399}, {'x': 733, 'y': 1451}, {'x': 80, 'y': 1455}]",good,"[{'x': 82, 'y': 1402}, {'x': 194, 'y': 1402}, {'x': 193, 'y': 1455}, {'x': 80, 'y': 1456}]",0.9920
good income to the family. A,"[{'x': 80, 'y': 1402}, {'x': 733, 'y': 1399}, {'x': 733, 'y': 1451}, {'x': 80, 'y': 1455}]",income,"[{'x': 209, 'y': 1402}, {'x': 377, 'y': 1401}, {'x': 375, 'y': 1453}, {'x': 207, 'y': 1455}]",0.9970
good income to the family. A,"[{'x': 80, 'y': 1402}, {'x': 733, 'y': 1399}, {'x': 733, 'y': 1451}, {'x': 80, 'y': 1455}]",to,"[{'x': 391, 'y': 1401}, {'x': 435, 'y': 1401}, {'x': 433, 'y': 1453}, {'x': 389, 'y': 1453}]",0.9990
