Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
"Dec 10, 2020 at 2:17 PM","[{'x': 392, 'y': 466}, {'x': 777, 'y': 465}, {'x': 777, 'y': 499}, {'x': 392, 'y': 500}]",2020,"[{'x': 526, 'y': 466}, {'x': 602, 'y': 466}, {'x': 602, 'y': 500}, {'x': 525, 'y': 500}]",0.9920
"Dec 10, 2020 at 2:17 PM","[{'x': 392, 'y': 466}, {'x': 777, 'y': 465}, {'x': 777, 'y': 499}, {'x': 392, 'y': 500}]",at,"[{'x': 616, 'y': 466}, {'x': 650, 'y': 466}, {'x': 651, 'y': 500}, {'x': 616, 'y': 500}]",0.9970
"Dec 10, 2020 at 2:17 PM","[{'x': 392, 'y': 466}, {'x': 777, 'y': 465}, {'x': 777, 'y': 499}, {'x': 392, 'y': 500}]",2:17,"[{'x': 657, 'y': 466}, {'x': 717, 'y': 466}, {'x': 718, 'y': 500}, {'x': 658, 'y': 500}]",0.9780
"Dec 10, 2020 at 2:17 PM","[{'x': 392, 'y': 466}, {'x': 777, 'y': 465}, {'x': 777, 'y': 499}, {'x': 392, 'y': 500}]",PM,"[{'x': 723, 'y': 467}, {'x': 762, 'y': 467}, {'x': 764, 'y': 500}, {'x': 724, 'y': 500}]",0.9970
(1/3) RAFAELA YESENIA,"[{'x': 86, 'y': 558}, {'x': 623, 'y': 558}, {'x': 623, 'y': 609}, {'x': 86, 'y': 611}]",(1/3),"[{'x': 87, 'y': 558}, {'x': 173, 'y': 559}, {'x': 174, 'y': 611}, {'x': 88, 'y': 611}]",0.9940
(1/3) RAFAELA YESENIA,"[{'x': 86, 'y': 558}, {'x': 623, 'y': 558}, {'x': 623, 'y': 609}, {'x': 86, 'y': 611}]",RAFAELA,"[{'x': 183, 'y': 559}, {'x': 394, 'y': 560}, {'x': 394, 'y': 611}, {'x': 184, 'y': 611}]",0.9940
(1/3) RAFAELA YESENIA,"[{'x': 86, 'y': 558}, {'x': 623, 'y': 558}, {'x': 623, 'y': 609}, {'x': 86, 'y': 611}]",YESENIA,"[{'x': 415, 'y': 560}, {'x': 613, 'y': 560}, {'x': 612, 'y': 608}, {'x': 415, 'y': 610}]",0.9930
MAGANDA,"[{'x': 82, 'y': 623}, {'x': 331, 'y': 621}, {'x': 331, 'y': 665}, {'x': 82, 'y': 667}]",MAGANDA,"[{'x': 83, 'y': 623}, {'x': 324, 'y': 622}, {'x': 322, 'y': 666}, {'x': 83, 'y': 667}]",0.9940
Comuniquese a Hy Cite LLC,"[{'x': 83, 'y': 680}, {'x': 725, 'y': 676}, {'x': 725, 'y': 729}, {'x': 83, 'y': 732}]",Comuniquese,"[{'x': 85, 'y': 680}, {'x': 396, 'y': 681}, {'x': 394, 'y': 732}, {'x': 84, 'y': 731}]",0.9930
Comuniquese a Hy Cite LLC,"[{'x': 83, 'y': 680}, {'x': 725, 'y': 676}, {'x': 725, 'y': 729}, {'x': 83, 'y': 732}]",a,"[{'x': 410, 'y': 681}, {'x': 440, 'y': 681}, {'x': 438, 'y': 732}, {'x': 408, 'y': 732}]",0.9900
Comuniquese a Hy Cite LLC,"[{'x': 83, 'y': 680}, {'x': 725, 'y': 676}, {'x': 725, 'y': 729}, {'x': 83, 'y': 732}]",Hy,"[{'x': 451, 'y': 681}, {'x': 515, 'y': 680}, {'x': 512, 'y': 732}, {'x': 449, 'y': 732}]",0.9990
Comuniquese a Hy Cite LLC,"[{'x': 83, 'y': 680}, {'x': 725, 'y': 676}, {'x': 725, 'y': 729}, {'x': 83, 'y': 732}]",Cite,"[{'x': 526, 'y': 680}, {'x': 620, 'y': 679}, {'x': 617, 'y': 731}, {'x': 523, 'y': 732}]",0.9860
Comuniquese a Hy Cite LLC,"[{'x': 83, 'y': 680}, {'x': 725, 'y': 676}, {'x': 725, 'y': 729}, {'x': 83, 'y': 732}]",LLC,"[{'x': 631, 'y': 678}, {'x': 714, 'y': 677}, {'x': 712, 'y': 729}, {'x': 628, 'y': 731}]",0.9980
Financiera Royal Prestige al,"[{'x': 82, 'y': 738}, {'x': 719, 'y': 738}, {'x': 719, 'y': 791}, {'x': 82, 'y': 790}]",Financiera,"[{'x': 82, 'y': 739}, {'x': 318, 'y': 740}, {'x': 318, 'y': 791}, {'x': 82, 'y': 790}]",0.9940
Financiera Royal Prestige al,"[{'x': 82, 'y': 738}, {'x': 719, 'y': 738}, {'x': 719, 'y': 791}, {'x': 82, 'y': 790}]",Royal,"[{'x': 342, 'y': 740}, {'x': 467, 'y': 740}, {'x': 467, 'y': 791}, {'x': 342, 'y': 791}]",0.9980
Financiera Royal Prestige al,"[{'x': 82, 'y': 738}, {'x': 719, 'y': 738}, {'x': 719, 'y': 791}, {'x': 82, 'y': 790}]",Prestige,"[{'x': 477, 'y': 740}, {'x': 666, 'y': 739}, {'x': 666, 'y': 792}, {'x': 477, 'y': 791}]",0.9940
Financiera Royal Prestige al,"[{'x': 82, 'y': 738}, {'x': 719, 'y': 738}, {'x': 719, 'y': 791}, {'x': 82, 'y': 790}]",al,"[{'x': 680, 'y': 738}, {'x': 717, 'y': 738}, {'x': 717, 'y': 792}, {'x': 680, 'y': 792}]",0.9980
1-800-280-9708.,"[{'x': 82, 'y': 799}, {'x': 486, 'y': 798}, {'x': 486, 'y': 847}, {'x': 82, 'y': 849}]",1-800-280-9708.,"[{'x': 87, 'y': 801}, {'x': 485, 'y': 800}, {'x': 485, 'y': 848}, {'x': 85, 'y': 850}]",0.9900
Cta # 24895222,"[{'x': 80, 'y': 858}, {'x': 465, 'y': 858}, {'x': 465, 'y': 906}, {'x': 80, 'y': 907}]",Cta,"[{'x': 82, 'y': 860}, {'x': 162, 'y': 859}, {'x': 161, 'y': 906}, {'x': 80, 'y': 906}]",0.9890
Cta # 24895222,"[{'x': 80, 'y': 858}, {'x': 465, 'y': 858}, {'x': 465, 'y': 906}, {'x': 80, 'y': 907}]",#,"[{'x': 176, 'y': 859}, {'x': 200, 'y': 859}, {'x': 198, 'y': 906}, {'x': 174, 'y': 906}]",0.9980
Cta # 24895222,"[{'x': 80, 'y': 858}, {'x': 465, 'y': 858}, {'x': 465, 'y': 906}, {'x': 80, 'y': 907}]",24895222,"[{'x': 226, 'y': 859}, {'x': 463, 'y': 858}, {'x': 461, 'y': 907}, {'x': 224, 'y': 906}]",0.9930
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",Pague,"[{'x': 86, 'y': 920}, {'x': 223, 'y': 920}, {'x': 221, 'y': 971}, {'x': 84, 'y': 970}]",0.9970
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",directo,"[{'x': 237, 'y': 920}, {'x': 397, 'y': 920}, {'x': 395, 'y': 971}, {'x': 235, 'y': 971}]",0.9950
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",y,"[{'x': 411, 'y': 920}, {'x': 437, 'y': 920}, {'x': 435, 'y': 971}, {'x': 409, 'y': 971}]",0.9970
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",facil,"[{'x': 452, 'y': 920}, {'x': 549, 'y': 920}, {'x': 547, 'y': 971}, {'x': 450, 'y': 971}]",0.9970
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",en,"[{'x': 559, 'y': 920}, {'x': 609, 'y': 920}, {'x': 606, 'y': 971}, {'x': 557, 'y': 971}]",0.9990
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",linea,"[{'x': 626, 'y': 920}, {'x': 733, 'y': 919}, {'x': 730, 'y': 970}, {'x': 624, 'y': 971}]",0.9960
Pague directo y facil en linea en,"[{'x': 84, 'y': 919}, {'x': 805, 'y': 919}, {'x': 805, 'y': 970}, {'x': 84, 'y': 971}]",en,"[{'x': 747, 'y': 919}, {'x': 800, 'y': 919}, {'x': 797, 'y': 970}, {'x': 745, 'y': 970}]",0.9980
nuestra,"[{'x': 84, 'y': 988}, {'x': 260, 'y': 987}, {'x': 260, 'y': 1024}, {'x': 84, 'y': 1025}]",nuestra,"[{'x': 84, 'y': 988}, {'x': 252, 'y': 988}, {'x': 251, 'y': 1025}, {'x': 84, 'y': 1026}]",0.9900
(2/3)pagina o escribenos a,"[{'x': 86, 'y': 1086}, {'x': 709, 'y': 1086}, {'x': 710, 'y': 1140}, {'x': 86, 'y': 1142}]",(2/3)pagina,"[{'x': 87, 'y': 1087}, {'x': 347, 'y': 1088}, {'x': 346, 'y': 1141}, {'x': 87, 'y': 1143}]",0.9780
(2/3)pagina o escribenos a,"[{'x': 86, 'y': 1086}, {'x': 709, 'y': 1086}, {'x': 710, 'y': 1140}, {'x': 86, 'y': 1142}]",o,"[{'x': 371, 'y': 1089}, {'x': 398, 'y': 1089}, {'x': 397, 'y': 1140}, {'x': 371, 'y': 1140}]",0.9940
(2/3)pagina o escribenos a,"[{'x': 86, 'y': 1086}, {'x': 709, 'y': 1086}, {'x': 710, 'y': 1140}, {'x': 86, 'y': 1142}]",escribenos,"[{'x': 412, 'y': 1089}, {'x': 669, 'y': 1089}, {'x': 668, 'y': 1137}, {'x': 411, 'y': 1140}]",0.9900
(2/3)pagina o escribenos a,"[{'x': 86, 'y': 1086}, {'x': 709, 'y': 1086}, {'x': 710, 'y': 1140}, {'x': 86, 'y': 1142}]",a,"[{'x': 680, 'y': 1089}, {'x': 706, 'y': 1089}, {'x': 705, 'y': 1137}, {'x': 679, 'y': 1137}]",0.9960
customersHC31+@hycite.com,"[{'x': 81, 'y': 1149}, {'x': 775, 'y': 1149}, {'x': 775, 'y': 1198}, {'x': 81, 'y': 1198}]",customersHC31+@hycite.com,"[{'x': 82, 'y': 1152}, {'x': 754, 'y': 1150}, {'x': 752, 'y': 1199}, {'x': 82, 'y': 1197}]",0.9770
Visita https://,"[{'x': 83, 'y': 1207}, {'x': 386, 'y': 1208}, {'x': 385, 'y': 1258}, {'x': 83, 'y': 1256}]",Visita,"[{'x': 83, 'y': 1207}, {'x': 208, 'y': 1208}, {'x': 208, 'y': 1257}, {'x': 83, 'y': 1255}]",0.9940
Visita https://,"[{'x': 83, 'y': 1207}, {'x': 386, 'y': 1208}, {'x': 385, 'y': 1258}, {'x': 83, 'y': 1256}]",https://,"[{'x': 219, 'y': 1208}, {'x': 386, 'y': 1209}, {'x': 385, 'y': 1259}, {'x': 218, 'y': 1257}]",0.9890
customers.hycite.com,"[{'x': 81, 'y': 1269}, {'x': 587, 'y': 1268}, {'x': 587, 'y': 1314}, {'x': 81, 'y': 1316}]",customers.hycite.com,"[{'x': 82, 'y': 1270}, {'x': 566, 'y': 1269}, {'x': 565, 'y': 1315}, {'x': 82, 'y': 1317}]",0.9890
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",This,"[{'x': 85, 'y': 1325}, {'x': 177, 'y': 1326}, {'x': 176, 'y': 1379}, {'x': 84, 'y': 1379}]",0.9880
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",is,"[{'x': 187, 'y': 1326}, {'x': 231, 'y': 1327}, {'x': 230, 'y': 1379}, {'x': 186, 'y': 1379}]",0.9990
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",an,"[{'x': 242, 'y': 1327}, {'x': 292, 'y': 1327}, {'x': 291, 'y': 1379}, {'x': 241, 'y': 1379}]",0.9990
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",attempt,"[{'x': 310, 'y': 1327}, {'x': 491, 'y': 1328}, {'x': 491, 'y': 1379}, {'x': 309, 'y': 1379}]",0.9940
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",to,"[{'x': 501, 'y': 1328}, {'x': 545, 'y': 1328}, {'x': 544, 'y': 1379}, {'x': 501, 'y': 1379}]",0.9990
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",collect,"[{'x': 559, 'y': 1328}, {'x': 716, 'y': 1328}, {'x': 716, 'y': 1379}, {'x': 559, 'y': 1379}]",0.9950
This is an attempt to collect a,"[{'x': 80, 'y': 1324}, {'x': 755, 'y': 1325}, {'x': 755, 'y': 1379}, {'x': 80, 'y': 1378}]",a,"[{'x': 727, 'y': 1328}, {'x': 753, 'y': 1327}, {'x': 753, 'y': 1379}, {'x': 727, 'y': 1379}]",0.9970
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",debt,"[{'x': 82, 'y': 1389}, {'x': 186, 'y': 1388}, {'x': 186, 'y': 1442}, {'x': 82, 'y': 1441}]",0.9900
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",by,"[{'x': 196, 'y': 1388}, {'x': 255, 'y': 1387}, {'x': 254, 'y': 1442}, {'x': 196, 'y': 1442}]",0.9990
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",Hy,"[{'x': 266, 'y': 1387}, {'x': 331, 'y': 1387}, {'x': 330, 'y': 1442}, {'x': 266, 'y': 1442}]",0.9990
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",Cite,"[{'x': 342, 'y': 1387}, {'x': 435, 'y': 1387}, {'x': 434, 'y': 1442}, {'x': 342, 'y': 1442}]",0.9930
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",Enterprises,"[{'x': 450, 'y': 1387}, {'x': 710, 'y': 1387}, {'x': 709, 'y': 1438}, {'x': 449, 'y': 1442}]",0.9930
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",LLC,"[{'x': 720, 'y': 1387}, {'x': 802, 'y': 1388}, {'x': 801, 'y': 1436}, {'x': 719, 'y': 1438}]",0.9980
debt by Hy Cite Enterprises LLC a,"[{'x': 82, 'y': 1388}, {'x': 850, 'y': 1386}, {'x': 850, 'y': 1439}, {'x': 82, 'y': 1442}]",a,"[{'x': 824, 'y': 1388}, {'x': 848, 'y': 1388}, {'x': 847, 'y': 1435}, {'x': 823, 'y': 1435}]",0.9960
(3/3)nd any information obtained,"[{'x': 85, 'y': 1494}, {'x': 834, 'y': 1493}, {'x': 834, 'y': 1549}, {'x': 85, 'y': 1551}]",(3/3)nd,"[{'x': 87, 'y': 1496}, {'x': 250, 'y': 1494}, {'x': 249, 'y': 1551}, {'x': 85, 'y': 1548}]",0.9930
(3/3)nd any information obtained,"[{'x': 85, 'y': 1494}, {'x': 834, 'y': 1493}, {'x': 834, 'y': 1549}, {'x': 85, 'y': 1551}]",any,"[{'x': 265, 'y': 1494}, {'x': 347, 'y': 1494}, {'x': 346, 'y': 1551}, {'x': 265, 'y': 1551}]",0.9990
(3/3)nd any information obtained,"[{'x': 85, 'y': 1494}, {'x': 834, 'y': 1493}, {'x': 834, 'y': 1549}, {'x': 85, 'y': 1551}]",information,"[{'x': 358, 'y': 1494}, {'x': 614, 'y': 1494}, {'x': 615, 'y': 1549}, {'x': 358, 'y': 1551}]",0.9910
(3/3)nd any information obtained,"[{'x': 85, 'y': 1494}, {'x': 834, 'y': 1493}, {'x': 834, 'y': 1549}, {'x': 85, 'y': 1551}]",obtained,"[{'x': 633, 'y': 1494}, {'x': 829, 'y': 1496}, {'x': 830, 'y': 1544}, {'x': 634, 'y': 1549}]",0.9940
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]",will,"[{'x': 83, 'y': 1556}, {'x': 155, 'y': 1556}, {'x': 155, 'y': 1608}, {'x': 83, 'y': 1606}]",0.9930
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]",be,"[{'x': 166, 'y': 1556}, {'x': 224, 'y': 1556}, {'x': 224, 'y': 1609}, {'x': 166, 'y': 1608}]",0.9990
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]",used,"[{'x': 235, 'y': 1556}, {'x': 345, 'y': 1556}, {'x': 345, 'y': 1610}, {'x': 235, 'y': 1609}]",0.9930
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]",for,"[{'x': 363, 'y': 1556}, {'x': 429, 'y': 1556}, {'x': 429, 'y': 1610}, {'x': 363, 'y': 1610}]",0.9990
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]",that,"[{'x': 439, 'y': 1556}, {'x': 529, 'y': 1556}, {'x': 529, 'y': 1610}, {'x': 439, 'y': 1610}]",0.9930
"will be used for that purpose""","[{'x': 82, 'y': 1556}, {'x': 756, 'y': 1556}, {'x': 756, 'y': 1610}, {'x': 82, 'y': 1608}]","purpose""","[{'x': 540, 'y': 1556}, {'x': 754, 'y': 1557}, {'x': 754, 'y': 1609}, {'x': 540, 'y': 1610}]",0.9330
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",The,"[{'x': 287, 'y': 1692}, {'x': 344, 'y': 1693}, {'x': 344, 'y': 1731}, {'x': 287, 'y': 1731}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",sender,"[{'x': 355, 'y': 1693}, {'x': 464, 'y': 1693}, {'x': 463, 'y': 1731}, {'x': 355, 'y': 1731}]",0.9970
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",is,"[{'x': 471, 'y': 1693}, {'x': 502, 'y': 1693}, {'x': 501, 'y': 1731}, {'x': 471, 'y': 1731}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",not,"[{'x': 509, 'y': 1693}, {'x': 562, 'y': 1693}, {'x': 562, 'y': 1731}, {'x': 509, 'y': 1731}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",in,"[{'x': 570, 'y': 1693}, {'x': 600, 'y': 1693}, {'x': 599, 'y': 1731}, {'x': 569, 'y': 1731}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",your,"[{'x': 608, 'y': 1693}, {'x': 684, 'y': 1693}, {'x': 683, 'y': 1731}, {'x': 607, 'y': 1731}]",0.9880
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",contact,"[{'x': 691, 'y': 1693}, {'x': 813, 'y': 1693}, {'x': 812, 'y': 1731}, {'x': 690, 'y': 1731}]",0.9970
The sender is not in your contact list.,"[{'x': 284, 'y': 1692}, {'x': 884, 'y': 1692}, {'x': 884, 'y': 1730}, {'x': 284, 'y': 1730}]",list.,"[{'x': 820, 'y': 1693}, {'x': 884, 'y': 1693}, {'x': 882, 'y': 1731}, {'x': 819, 'y': 1731}]",0.9970
Report Junk,"[{'x': 481, 'y': 1749}, {'x': 687, 'y': 1749}, {'x': 687, 'y': 1785}, {'x': 481, 'y': 1786}]",Report,"[{'x': 482, 'y': 1750}, {'x': 598, 'y': 1751}, {'x': 597, 'y': 1787}, {'x': 481, 'y': 1786}]",0.9980
Report Junk,"[{'x': 481, 'y': 1749}, {'x': 687, 'y': 1749}, {'x': 687, 'y': 1785}, {'x': 481, 'y': 1786}]",Junk,"[{'x': 608, 'y': 1751}, {'x': 682, 'y': 1750}, {'x': 680, 'y': 1786}, {'x': 607, 'y': 1787}]",0.9930
+,"[{'x': 69, 'y': 2327}, {'x': 118, 'y': 2328}, {'x': 116, 'y': 2375}, {'x': 68, 'y': 2374}]",+,"[{'x': 77, 'y': 2327}, {'x': 108, 'y': 2328}, {'x': 107, 'y': 2375}, {'x': 76, 'y': 2374}]",0.9340
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Text,"[{'x': 220, 'y': 2327}, {'x': 314, 'y': 2328}, {'x': 314, 'y': 2379}, {'x': 220, 'y': 2378}]",0.9880
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Message,"[{'x': 324, 'y': 2328}, {'x': 529, 'y': 2331}, {'x': 529, 'y': 2381}, {'x': 324, 'y': 2379}]",0.9960
