Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
group and get to know how to access,"[{'x': 80, 'y': 617}, {'x': 805, 'y': 615}, {'x': 806, 'y': 656}, {'x': 80, 'y': 659}]",how,"[{'x': 527, 'y': 616}, {'x': 597, 'y': 616}, {'x': 596, 'y': 656}, {'x': 527, 'y': 657}]",0.9990
group and get to know how to access,"[{'x': 80, 'y': 617}, {'x': 805, 'y': 615}, {'x': 806, 'y': 656}, {'x': 80, 'y': 659}]",to,"[{'x': 621, 'y': 616}, {'x': 656, 'y': 616}, {'x': 655, 'y': 656}, {'x': 621, 'y': 656}]",0.9980
group and get to know how to access,"[{'x': 80, 'y': 617}, {'x': 805, 'y': 615}, {'x': 806, 'y': 656}, {'x': 80, 'y': 659}]",access,"[{'x': 673, 'y': 616}, {'x': 805, 'y': 617}, {'x': 803, 'y': 656}, {'x': 672, 'y': 656}]",0.9970
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",18k+,"[{'x': 85, 'y': 666}, {'x': 175, 'y': 665}, {'x': 174, 'y': 707}, {'x': 84, 'y': 705}]",0.9920
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",for,"[{'x': 184, 'y': 665}, {'x': 241, 'y': 665}, {'x': 240, 'y': 708}, {'x': 183, 'y': 707}]",0.9980
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",each,"[{'x': 249, 'y': 665}, {'x': 339, 'y': 665}, {'x': 338, 'y': 709}, {'x': 248, 'y': 708}]",0.9930
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",day,"[{'x': 357, 'y': 665}, {'x': 424, 'y': 665}, {'x': 423, 'y': 709}, {'x': 356, 'y': 709}]",0.9990
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",in,"[{'x': 436, 'y': 665}, {'x': 469, 'y': 665}, {'x': 469, 'y': 709}, {'x': 435, 'y': 709}]",0.9990
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",the,"[{'x': 481, 'y': 665}, {'x': 543, 'y': 664}, {'x': 543, 'y': 709}, {'x': 481, 'y': 709}]",0.9990
18k+ for each day in the blockc.hain,"[{'x': 83, 'y': 664}, {'x': 778, 'y': 663}, {'x': 778, 'y': 708}, {'x': 83, 'y': 708}]",blockc.hain,"[{'x': 555, 'y': 664}, {'x': 775, 'y': 664}, {'x': 775, 'y': 706}, {'x': 555, 'y': 709}]",0.9940
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",market.,"[{'x': 83, 'y': 719}, {'x': 232, 'y': 717}, {'x': 231, 'y': 760}, {'x': 82, 'y': 759}]",0.9940
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",Send,"[{'x': 241, 'y': 717}, {'x': 335, 'y': 716}, {'x': 333, 'y': 760}, {'x': 239, 'y': 760}]",0.9890
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",a,"[{'x': 353, 'y': 716}, {'x': 375, 'y': 716}, {'x': 374, 'y': 760}, {'x': 351, 'y': 760}]",0.9980
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",message,"[{'x': 384, 'y': 716}, {'x': 559, 'y': 715}, {'x': 557, 'y': 760}, {'x': 383, 'y': 760}]",0.9940
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",with,"[{'x': 568, 'y': 715}, {'x': 648, 'y': 715}, {'x': 646, 'y': 760}, {'x': 567, 'y': 760}]",0.9920
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",'Y',"[{'x': 660, 'y': 715}, {'x': 717, 'y': 715}, {'x': 716, 'y': 760}, {'x': 658, 'y': 760}]",0.9620
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",via,"[{'x': 726, 'y': 715}, {'x': 782, 'y': 715}, {'x': 781, 'y': 760}, {'x': 724, 'y': 760}]",0.9990
market. Send a message with 'Y' via this,"[{'x': 81, 'y': 716}, {'x': 867, 'y': 715}, {'x': 867, 'y': 759}, {'x': 81, 'y': 760}]",this,"[{'x': 792, 'y': 715}, {'x': 866, 'y': 715}, {'x': 864, 'y': 760}, {'x': 790, 'y': 760}]",0.9930
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",method,"[{'x': 82, 'y': 768}, {'x': 226, 'y': 767}, {'x': 226, 'y': 811}, {'x': 82, 'y': 811}]",0.9970
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",for,"[{'x': 242, 'y': 767}, {'x': 297, 'y': 766}, {'x': 296, 'y': 811}, {'x': 241, 'y': 811}]",0.9990
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]","details,","[{'x': 305, 'y': 766}, {'x': 448, 'y': 766}, {'x': 447, 'y': 811}, {'x': 305, 'y': 811}]",0.9940
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",you'll,"[{'x': 457, 'y': 766}, {'x': 561, 'y': 766}, {'x': 560, 'y': 811}, {'x': 456, 'y': 811}]",0.9930
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",make,"[{'x': 570, 'y': 766}, {'x': 677, 'y': 767}, {'x': 676, 'y': 812}, {'x': 569, 'y': 811}]",0.9930
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",an,"[{'x': 689, 'y': 767}, {'x': 732, 'y': 767}, {'x': 731, 'y': 812}, {'x': 688, 'y': 812}]",0.9990
"method for details, you'll make an extra","[{'x': 81, 'y': 766}, {'x': 846, 'y': 766}, {'x': 846, 'y': 811}, {'x': 81, 'y': 810}]",extra,"[{'x': 747, 'y': 767}, {'x': 846, 'y': 768}, {'x': 844, 'y': 812}, {'x': 746, 'y': 812}]",0.9960
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",890,"[{'x': 84, 'y': 816}, {'x': 157, 'y': 816}, {'x': 155, 'y': 861}, {'x': 83, 'y': 860}]",0.9980
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",.,"[{'x': 169, 'y': 816}, {'x': 190, 'y': 816}, {'x': 188, 'y': 861}, {'x': 168, 'y': 861}]",0.9940
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",Thank,"[{'x': 199, 'y': 816}, {'x': 315, 'y': 817}, {'x': 313, 'y': 861}, {'x': 197, 'y': 861}]",0.9950
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",u.,"[{'x': 325, 'y': 817}, {'x': 363, 'y': 817}, {'x': 361, 'y': 862}, {'x': 323, 'y': 861}]",0.9760
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",-,"[{'x': 372, 'y': 817}, {'x': 395, 'y': 817}, {'x': 393, 'y': 862}, {'x': 369, 'y': 862}]",0.9590
890 . Thank u. - yiwmi,"[{'x': 83, 'y': 815}, {'x': 522, 'y': 816}, {'x': 522, 'y': 861}, {'x': 82, 'y': 860}]",yiwmi,"[{'x': 404, 'y': 817}, {'x': 521, 'y': 817}, {'x': 519, 'y': 862}, {'x': 402, 'y': 862}]",0.9940
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",The,"[{'x': 286, 'y': 952}, {'x': 343, 'y': 952}, {'x': 342, 'y': 989}, {'x': 284, 'y': 988}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",sender,"[{'x': 354, 'y': 952}, {'x': 463, 'y': 952}, {'x': 462, 'y': 990}, {'x': 353, 'y': 989}]",0.9980
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",is,"[{'x': 471, 'y': 952}, {'x': 501, 'y': 952}, {'x': 500, 'y': 990}, {'x': 469, 'y': 990}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",not,"[{'x': 509, 'y': 952}, {'x': 562, 'y': 952}, {'x': 561, 'y': 991}, {'x': 508, 'y': 991}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",in,"[{'x': 570, 'y': 952}, {'x': 600, 'y': 951}, {'x': 598, 'y': 991}, {'x': 568, 'y': 991}]",0.9990
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",your,"[{'x': 608, 'y': 951}, {'x': 684, 'y': 951}, {'x': 682, 'y': 991}, {'x': 606, 'y': 991}]",0.9890
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",contact,"[{'x': 691, 'y': 951}, {'x': 813, 'y': 950}, {'x': 812, 'y': 990}, {'x': 690, 'y': 991}]",0.9940
The sender is not in your contact list.,"[{'x': 284, 'y': 950}, {'x': 884, 'y': 949}, {'x': 884, 'y': 989}, {'x': 284, 'y': 990}]",list.,"[{'x': 821, 'y': 950}, {'x': 884, 'y': 949}, {'x': 883, 'y': 989}, {'x': 819, 'y': 990}]",0.9930
Report Junk,"[{'x': 482, 'y': 1009}, {'x': 686, 'y': 1008}, {'x': 687, 'y': 1044}, {'x': 482, 'y': 1046}]",Report,"[{'x': 483, 'y': 1010}, {'x': 599, 'y': 1009}, {'x': 598, 'y': 1046}, {'x': 483, 'y': 1045}]",0.9980
Report Junk,"[{'x': 482, 'y': 1009}, {'x': 686, 'y': 1008}, {'x': 687, 'y': 1044}, {'x': 482, 'y': 1046}]",Junk,"[{'x': 607, 'y': 1009}, {'x': 680, 'y': 1008}, {'x': 679, 'y': 1045}, {'x': 606, 'y': 1046}]",0.9930
+,"[{'x': 68, 'y': 2328}, {'x': 116, 'y': 2328}, {'x': 116, 'y': 2374}, {'x': 68, 'y': 2374}]",+,"[{'x': 80, 'y': 2328}, {'x': 110, 'y': 2328}, {'x': 110, 'y': 2374}, {'x': 80, 'y': 2374}]",0.8810
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",Text,"[{'x': 221, 'y': 2328}, {'x': 298, 'y': 2328}, {'x': 298, 'y': 2375}, {'x': 221, 'y': 2374}]",0.9930
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",Message,"[{'x': 307, 'y': 2329}, {'x': 483, 'y': 2328}, {'x': 483, 'y': 2375}, {'x': 307, 'y': 2375}]",0.9940
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",.,"[{'x': 496, 'y': 2328}, {'x': 520, 'y': 2328}, {'x': 520, 'y': 2375}, {'x': 496, 'y': 2375}]",0.8320
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",SMS,"[{'x': 530, 'y': 2328}, {'x': 614, 'y': 2327}, {'x': 614, 'y': 2374}, {'x': 530, 'y': 2375}]",0.9980
