Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
confirm your recent $750 deposit,"[{'x': 83, 'y': 622}, {'x': 850, 'y': 619}, {'x': 850, 'y': 671}, {'x': 83, 'y': 674}]",your,"[{'x': 269, 'y': 623}, {'x': 371, 'y': 622}, {'x': 371, 'y': 674}, {'x': 269, 'y': 674}]",0.9930
confirm your recent $750 deposit,"[{'x': 83, 'y': 622}, {'x': 850, 'y': 619}, {'x': 850, 'y': 671}, {'x': 83, 'y': 674}]",recent,"[{'x': 381, 'y': 622}, {'x': 536, 'y': 622}, {'x': 536, 'y': 674}, {'x': 381, 'y': 674}]",0.9970
confirm your recent $750 deposit,"[{'x': 83, 'y': 622}, {'x': 850, 'y': 619}, {'x': 850, 'y': 671}, {'x': 83, 'y': 674}]",$750,"[{'x': 546, 'y': 622}, {'x': 657, 'y': 621}, {'x': 657, 'y': 673}, {'x': 546, 'y': 674}]",0.9890
confirm your recent $750 deposit,"[{'x': 83, 'y': 622}, {'x': 850, 'y': 619}, {'x': 850, 'y': 671}, {'x': 83, 'y': 674}]",deposit,"[{'x': 675, 'y': 621}, {'x': 850, 'y': 620}, {'x': 850, 'y': 671}, {'x': 675, 'y': 673}]",0.9940
here sacredmonopoly.com/,"[{'x': 80, 'y': 681}, {'x': 706, 'y': 681}, {'x': 706, 'y': 731}, {'x': 80, 'y': 731}]",here,"[{'x': 82, 'y': 683}, {'x': 180, 'y': 683}, {'x': 178, 'y': 731}, {'x': 80, 'y': 731}]",0.9930
here sacredmonopoly.com/,"[{'x': 80, 'y': 681}, {'x': 706, 'y': 681}, {'x': 706, 'y': 731}, {'x': 80, 'y': 731}]",sacredmonopoly.com/,"[{'x': 199, 'y': 684}, {'x': 706, 'y': 682}, {'x': 705, 'y': 732}, {'x': 198, 'y': 731}]",0.9890
5QMF3U1,"[{'x': 85, 'y': 739}, {'x': 320, 'y': 739}, {'x': 320, 'y': 787}, {'x': 85, 'y': 787}]",5QMF3U1,"[{'x': 85, 'y': 741}, {'x': 316, 'y': 740}, {'x': 313, 'y': 788}, {'x': 87, 'y': 786}]",0.9940
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",The,"[{'x': 286, 'y': 875}, {'x': 341, 'y': 877}, {'x': 342, 'y': 913}, {'x': 287, 'y': 913}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",sender,"[{'x': 354, 'y': 877}, {'x': 464, 'y': 878}, {'x': 464, 'y': 914}, {'x': 355, 'y': 913}]",0.9980
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",is,"[{'x': 471, 'y': 879}, {'x': 501, 'y': 879}, {'x': 501, 'y': 914}, {'x': 471, 'y': 914}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",not,"[{'x': 508, 'y': 879}, {'x': 562, 'y': 879}, {'x': 562, 'y': 914}, {'x': 509, 'y': 914}]",0.9940
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",in,"[{'x': 569, 'y': 879}, {'x': 597, 'y': 879}, {'x': 597, 'y': 914}, {'x': 569, 'y': 914}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",your,"[{'x': 609, 'y': 879}, {'x': 684, 'y': 879}, {'x': 684, 'y': 914}, {'x': 609, 'y': 914}]",0.9930
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",contact,"[{'x': 691, 'y': 879}, {'x': 813, 'y': 878}, {'x': 812, 'y': 914}, {'x': 691, 'y': 914}]",0.9970
The sender is not in your contact list.,"[{'x': 280, 'y': 875}, {'x': 882, 'y': 876}, {'x': 882, 'y': 914}, {'x': 280, 'y': 913}]",list.,"[{'x': 820, 'y': 878}, {'x': 881, 'y': 878}, {'x': 880, 'y': 914}, {'x': 819, 'y': 914}]",0.9930
Report Junk,"[{'x': 481, 'y': 933}, {'x': 684, 'y': 933}, {'x': 684, 'y': 969}, {'x': 481, 'y': 970}]",Report,"[{'x': 483, 'y': 934}, {'x': 597, 'y': 935}, {'x': 597, 'y': 970}, {'x': 481, 'y': 970}]",0.9970
Report Junk,"[{'x': 481, 'y': 933}, {'x': 684, 'y': 933}, {'x': 684, 'y': 969}, {'x': 481, 'y': 970}]",Junk,"[{'x': 607, 'y': 935}, {'x': 680, 'y': 933}, {'x': 680, 'y': 970}, {'x': 607, 'y': 970}]",0.9930
+,"[{'x': 69, 'y': 2327}, {'x': 118, 'y': 2328}, {'x': 116, 'y': 2375}, {'x': 68, 'y': 2374}]",+,"[{'x': 77, 'y': 2327}, {'x': 108, 'y': 2328}, {'x': 107, 'y': 2375}, {'x': 76, 'y': 2374}]",0.9340
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Text,"[{'x': 220, 'y': 2327}, {'x': 314, 'y': 2328}, {'x': 314, 'y': 2379}, {'x': 220, 'y': 2378}]",0.9880
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Message,"[{'x': 324, 'y': 2328}, {'x': 529, 'y': 2331}, {'x': 529, 'y': 2381}, {'x': 324, 'y': 2379}]",0.9960
