Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
"SMS, open the SMS activation link","[{'x': 80, 'y': 1190}, {'x': 862, 'y': 1188}, {'x': 863, 'y': 1241}, {'x': 80, 'y': 1244}]",the,"[{'x': 341, 'y': 1190}, {'x': 413, 'y': 1189}, {'x': 412, 'y': 1244}, {'x': 340, 'y': 1244}]",0.9990
"SMS, open the SMS activation link","[{'x': 80, 'y': 1190}, {'x': 862, 'y': 1188}, {'x': 863, 'y': 1241}, {'x': 80, 'y': 1244}]",SMS,"[{'x': 432, 'y': 1189}, {'x': 532, 'y': 1189}, {'x': 531, 'y': 1244}, {'x': 431, 'y': 1244}]",0.9980
"SMS, open the SMS activation link","[{'x': 80, 'y': 1190}, {'x': 862, 'y': 1188}, {'x': 863, 'y': 1241}, {'x': 80, 'y': 1244}]",activation,"[{'x': 550, 'y': 1189}, {'x': 766, 'y': 1189}, {'x': 766, 'y': 1242}, {'x': 550, 'y': 1244}]",0.9910
"SMS, open the SMS activation link","[{'x': 80, 'y': 1190}, {'x': 862, 'y': 1188}, {'x': 863, 'y': 1241}, {'x': 80, 'y': 1244}]",link,"[{'x': 781, 'y': 1189}, {'x': 860, 'y': 1190}, {'x': 860, 'y': 1240}, {'x': 781, 'y': 1241}]",0.9930
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]","again,","[{'x': 81, 'y': 1256}, {'x': 221, 'y': 1254}, {'x': 220, 'y': 1307}, {'x': 81, 'y': 1306}]",0.9940
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",or,"[{'x': 231, 'y': 1254}, {'x': 280, 'y': 1253}, {'x': 279, 'y': 1307}, {'x': 231, 'y': 1307}]",0.9990
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",copy,"[{'x': 291, 'y': 1253}, {'x': 405, 'y': 1251}, {'x': 404, 'y': 1307}, {'x': 290, 'y': 1307}]",0.9930
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",the,"[{'x': 416, 'y': 1251}, {'x': 489, 'y': 1251}, {'x': 487, 'y': 1306}, {'x': 415, 'y': 1307}]",0.9940
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",link,"[{'x': 500, 'y': 1251}, {'x': 580, 'y': 1250}, {'x': 578, 'y': 1305}, {'x': 499, 'y': 1306}]",0.9930
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",to,"[{'x': 595, 'y': 1250}, {'x': 639, 'y': 1250}, {'x': 637, 'y': 1304}, {'x': 593, 'y': 1304}]",0.9990
"again, or copy the link to Safari","[{'x': 80, 'y': 1254}, {'x': 791, 'y': 1249}, {'x': 792, 'y': 1302}, {'x': 80, 'y': 1307}]",Safari,"[{'x': 654, 'y': 1250}, {'x': 791, 'y': 1250}, {'x': 788, 'y': 1300}, {'x': 652, 'y': 1303}]",0.9930
browser and open it),"[{'x': 79, 'y': 1311}, {'x': 556, 'y': 1311}, {'x': 556, 'y': 1365}, {'x': 79, 'y': 1365}]",browser,"[{'x': 80, 'y': 1312}, {'x': 268, 'y': 1311}, {'x': 268, 'y': 1364}, {'x': 79, 'y': 1364}]",0.9950
browser and open it),"[{'x': 79, 'y': 1311}, {'x': 556, 'y': 1311}, {'x': 556, 'y': 1365}, {'x': 79, 'y': 1365}]",and,"[{'x': 279, 'y': 1311}, {'x': 362, 'y': 1311}, {'x': 361, 'y': 1365}, {'x': 278, 'y': 1364}]",0.9940
browser and open it),"[{'x': 79, 'y': 1311}, {'x': 556, 'y': 1311}, {'x': 556, 'y': 1365}, {'x': 79, 'y': 1365}]",open,"[{'x': 377, 'y': 1311}, {'x': 492, 'y': 1311}, {'x': 490, 'y': 1366}, {'x': 376, 'y': 1365}]",0.9930
browser and open it),"[{'x': 79, 'y': 1311}, {'x': 556, 'y': 1311}, {'x': 556, 'y': 1365}, {'x': 79, 'y': 1365}]",it),"[{'x': 503, 'y': 1311}, {'x': 555, 'y': 1311}, {'x': 554, 'y': 1366}, {'x': 502, 'y': 1366}]",0.9910
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",The,"[{'x': 88, 'y': 1431}, {'x': 166, 'y': 1431}, {'x': 165, 'y': 1481}, {'x': 86, 'y': 1480}]",0.9990
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",US,"[{'x': 180, 'y': 1431}, {'x': 248, 'y': 1430}, {'x': 247, 'y': 1482}, {'x': 179, 'y': 1481}]",0.9980
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",Postal,"[{'x': 262, 'y': 1430}, {'x': 407, 'y': 1431}, {'x': 406, 'y': 1483}, {'x': 261, 'y': 1482}]",0.9930
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",team,"[{'x': 417, 'y': 1431}, {'x': 512, 'y': 1432}, {'x': 510, 'y': 1483}, {'x': 416, 'y': 1483}]",0.9930
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",wishes,"[{'x': 542, 'y': 1432}, {'x': 704, 'y': 1435}, {'x': 702, 'y': 1484}, {'x': 541, 'y': 1484}]",0.9970
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",you,"[{'x': 714, 'y': 1435}, {'x': 795, 'y': 1436}, {'x': 794, 'y': 1484}, {'x': 712, 'y': 1484}]",0.9990
The US Postal team wishes you a,"[{'x': 83, 'y': 1430}, {'x': 841, 'y': 1433}, {'x': 841, 'y': 1484}, {'x': 83, 'y': 1479}]",a,"[{'x': 812, 'y': 1437}, {'x': 838, 'y': 1437}, {'x': 836, 'y': 1484}, {'x': 811, 'y': 1484}]",0.9950
wonderful day,"[{'x': 83, 'y': 1490}, {'x': 413, 'y': 1492}, {'x': 412, 'y': 1544}, {'x': 83, 'y': 1541}]",wonderful,"[{'x': 83, 'y': 1490}, {'x': 310, 'y': 1492}, {'x': 310, 'y': 1544}, {'x': 85, 'y': 1540}]",0.9950
wonderful day,"[{'x': 83, 'y': 1490}, {'x': 413, 'y': 1492}, {'x': 412, 'y': 1544}, {'x': 83, 'y': 1541}]",day,"[{'x': 320, 'y': 1492}, {'x': 404, 'y': 1492}, {'x': 403, 'y': 1544}, {'x': 320, 'y': 1544}]",0.9940
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",The,"[{'x': 289, 'y': 1629}, {'x': 346, 'y': 1629}, {'x': 346, 'y': 1667}, {'x': 289, 'y': 1667}]",0.9990
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",sender,"[{'x': 357, 'y': 1629}, {'x': 468, 'y': 1630}, {'x': 467, 'y': 1668}, {'x': 357, 'y': 1667}]",0.9980
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",is,"[{'x': 475, 'y': 1630}, {'x': 503, 'y': 1630}, {'x': 503, 'y': 1668}, {'x': 475, 'y': 1668}]",0.9990
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",not,"[{'x': 511, 'y': 1630}, {'x': 566, 'y': 1630}, {'x': 565, 'y': 1668}, {'x': 510, 'y': 1668}]",0.9940
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",in,"[{'x': 574, 'y': 1630}, {'x': 603, 'y': 1630}, {'x': 603, 'y': 1668}, {'x': 573, 'y': 1668}]",0.9930
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",your,"[{'x': 612, 'y': 1630}, {'x': 687, 'y': 1629}, {'x': 686, 'y': 1668}, {'x': 611, 'y': 1668}]",0.9930
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",contact,"[{'x': 695, 'y': 1629}, {'x': 816, 'y': 1629}, {'x': 815, 'y': 1668}, {'x': 694, 'y': 1668}]",0.9970
The sender is not in your contact list.,"[{'x': 286, 'y': 1628}, {'x': 884, 'y': 1628}, {'x': 884, 'y': 1667}, {'x': 286, 'y': 1667}]",list.,"[{'x': 823, 'y': 1629}, {'x': 884, 'y': 1628}, {'x': 883, 'y': 1667}, {'x': 822, 'y': 1668}]",0.9970
Report Junk,"[{'x': 488, 'y': 1683}, {'x': 690, 'y': 1684}, {'x': 690, 'y': 1724}, {'x': 488, 'y': 1723}]",Report,"[{'x': 490, 'y': 1684}, {'x': 605, 'y': 1686}, {'x': 604, 'y': 1724}, {'x': 489, 'y': 1723}]",0.9960
Report Junk,"[{'x': 488, 'y': 1683}, {'x': 690, 'y': 1684}, {'x': 690, 'y': 1724}, {'x': 488, 'y': 1723}]",Junk,"[{'x': 613, 'y': 1686}, {'x': 687, 'y': 1685}, {'x': 687, 'y': 1723}, {'x': 612, 'y': 1724}]",0.9900
+,"[{'x': 69, 'y': 2351}, {'x': 115, 'y': 2351}, {'x': 115, 'y': 2400}, {'x': 69, 'y': 2399}]",+,"[{'x': 79, 'y': 2351}, {'x': 111, 'y': 2351}, {'x': 110, 'y': 2400}, {'x': 78, 'y': 2400}]",0.9380
iMessage,"[{'x': 214, 'y': 2350}, {'x': 438, 'y': 2353}, {'x': 437, 'y': 2404}, {'x': 214, 'y': 2401}]",iMessage,"[{'x': 215, 'y': 2350}, {'x': 431, 'y': 2354}, {'x': 431, 'y': 2404}, {'x': 214, 'y': 2403}]",0.9890
