Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
"Sun, Mar 17 at 10:43 AM","[{'x': 390, 'y': 465}, {'x': 777, 'y': 465}, {'x': 777, 'y': 501}, {'x': 390, 'y': 502}]",AM,"[{'x': 725, 'y': 467}, {'x': 762, 'y': 467}, {'x': 762, 'y': 499}, {'x': 725, 'y': 499}]",0.9980
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]","Hi,","[{'x': 78, 'y': 558}, {'x': 142, 'y': 558}, {'x': 143, 'y': 616}, {'x': 79, 'y': 616}]",0.9930
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]",do,"[{'x': 153, 'y': 558}, {'x': 213, 'y': 559}, {'x': 213, 'y': 616}, {'x': 154, 'y': 616}]",0.9990
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]",you,"[{'x': 224, 'y': 559}, {'x': 309, 'y': 559}, {'x': 309, 'y': 616}, {'x': 224, 'y': 616}]",0.9990
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]",wor,"[{'x': 321, 'y': 559}, {'x': 407, 'y': 559}, {'x': 407, 'y': 616}, {'x': 321, 'y': 616}]",0.9990
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]",k,"[{'x': 418, 'y': 559}, {'x': 447, 'y': 559}, {'x': 447, 'y': 616}, {'x': 418, 'y': 616}]",0.9950
"Hi, do you wor k today?","[{'x': 77, 'y': 558}, {'x': 618, 'y': 558}, {'x': 617, 'y': 615}, {'x': 77, 'y': 615}]",today?,"[{'x': 459, 'y': 559}, {'x': 616, 'y': 560}, {'x': 615, 'y': 615}, {'x': 459, 'y': 616}]",0.9910
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",The,"[{'x': 287, 'y': 695}, {'x': 345, 'y': 696}, {'x': 343, 'y': 735}, {'x': 285, 'y': 735}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",sender,"[{'x': 355, 'y': 696}, {'x': 465, 'y': 697}, {'x': 464, 'y': 735}, {'x': 354, 'y': 735}]",0.9970
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",is,"[{'x': 472, 'y': 697}, {'x': 502, 'y': 698}, {'x': 500, 'y': 735}, {'x': 471, 'y': 735}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",not,"[{'x': 509, 'y': 698}, {'x': 563, 'y': 698}, {'x': 561, 'y': 735}, {'x': 508, 'y': 735}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",in,"[{'x': 570, 'y': 698}, {'x': 599, 'y': 698}, {'x': 597, 'y': 735}, {'x': 569, 'y': 735}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",your,"[{'x': 609, 'y': 698}, {'x': 685, 'y': 698}, {'x': 684, 'y': 734}, {'x': 608, 'y': 735}]",0.9930
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",contact,"[{'x': 692, 'y': 698}, {'x': 814, 'y': 698}, {'x': 813, 'y': 734}, {'x': 691, 'y': 734}]",0.9960
The sender is not in your contact list.,"[{'x': 280, 'y': 695}, {'x': 883, 'y': 695}, {'x': 883, 'y': 735}, {'x': 280, 'y': 734}]",list.,"[{'x': 822, 'y': 698}, {'x': 883, 'y': 698}, {'x': 881, 'y': 734}, {'x': 820, 'y': 734}]",0.9960
Report Junk,"[{'x': 484, 'y': 754}, {'x': 684, 'y': 754}, {'x': 684, 'y': 789}, {'x': 484, 'y': 789}]",Report,"[{'x': 484, 'y': 754}, {'x': 598, 'y': 755}, {'x': 597, 'y': 790}, {'x': 484, 'y': 790}]",0.9980
Report Junk,"[{'x': 484, 'y': 754}, {'x': 684, 'y': 754}, {'x': 684, 'y': 789}, {'x': 484, 'y': 789}]",Junk,"[{'x': 608, 'y': 755}, {'x': 681, 'y': 756}, {'x': 679, 'y': 790}, {'x': 607, 'y': 790}]",0.9930
+,"[{'x': 69, 'y': 2327}, {'x': 118, 'y': 2328}, {'x': 116, 'y': 2375}, {'x': 68, 'y': 2374}]",+,"[{'x': 77, 'y': 2327}, {'x': 108, 'y': 2328}, {'x': 107, 'y': 2375}, {'x': 76, 'y': 2374}]",0.9340
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Text,"[{'x': 220, 'y': 2327}, {'x': 314, 'y': 2328}, {'x': 314, 'y': 2379}, {'x': 220, 'y': 2378}]",0.9880
Text Message,"[{'x': 213, 'y': 2327}, {'x': 538, 'y': 2330}, {'x': 537, 'y': 2380}, {'x': 213, 'y': 2377}]",Message,"[{'x': 324, 'y': 2328}, {'x': 529, 'y': 2331}, {'x': 529, 'y': 2381}, {'x': 324, 'y': 2379}]",0.9960
