Line Text,Bounding Box,Word Text,Word Bounding Polygon,Confidence
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]","Wed,","[{'x': 403, 'y': 466}, {'x': 488, 'y': 466}, {'x': 487, 'y': 500}, {'x': 401, 'y': 500}]",0.9910
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]",Oct,"[{'x': 494, 'y': 467}, {'x': 557, 'y': 467}, {'x': 556, 'y': 500}, {'x': 493, 'y': 500}]",0.9980
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]",9,"[{'x': 564, 'y': 467}, {'x': 581, 'y': 467}, {'x': 580, 'y': 500}, {'x': 563, 'y': 500}]",0.9960
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]",at,"[{'x': 595, 'y': 467}, {'x': 629, 'y': 467}, {'x': 628, 'y': 500}, {'x': 594, 'y': 500}]",0.9980
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]",8:08,"[{'x': 636, 'y': 467}, {'x': 705, 'y': 467}, {'x': 705, 'y': 500}, {'x': 635, 'y': 500}]",0.9920
"Wed, Oct 9 at 8:08 AM","[{'x': 401, 'y': 465}, {'x': 767, 'y': 466}, {'x': 767, 'y': 499}, {'x': 401, 'y': 499}]",AM,"[{'x': 714, 'y': 467}, {'x': 751, 'y': 467}, {'x': 751, 'y': 500}, {'x': 714, 'y': 500}]",0.9990
ACCELERATE YOUR INVESTMENTS,"[{'x': 149, 'y': 561}, {'x': 845, 'y': 562}, {'x': 845, 'y': 603}, {'x': 149, 'y': 602}]",ACCELERATE,"[{'x': 155, 'y': 562}, {'x': 410, 'y': 562}, {'x': 410, 'y': 602}, {'x': 155, 'y': 602}]",0.9930
ACCELERATE YOUR INVESTMENTS,"[{'x': 149, 'y': 561}, {'x': 845, 'y': 562}, {'x': 845, 'y': 603}, {'x': 149, 'y': 602}]",YOUR,"[{'x': 427, 'y': 562}, {'x': 535, 'y': 562}, {'x': 535, 'y': 602}, {'x': 426, 'y': 602}]",0.9930
ACCELERATE YOUR INVESTMENTS,"[{'x': 149, 'y': 561}, {'x': 845, 'y': 562}, {'x': 845, 'y': 603}, {'x': 149, 'y': 602}]",INVESTMENTS,"[{'x': 549, 'y': 562}, {'x': 839, 'y': 562}, {'x': 838, 'y': 604}, {'x': 549, 'y': 602}]",0.9930
WITH CHARLES SCHWAB'S AI,"[{'x': 80, 'y': 614}, {'x': 675, 'y': 613}, {'x': 675, 'y': 652}, {'x': 80, 'y': 652}]",WITH,"[{'x': 82, 'y': 615}, {'x': 178, 'y': 614}, {'x': 177, 'y': 653}, {'x': 80, 'y': 653}]",0.9930
WITH CHARLES SCHWAB'S AI,"[{'x': 80, 'y': 614}, {'x': 675, 'y': 613}, {'x': 675, 'y': 652}, {'x': 80, 'y': 652}]",CHARLES,"[{'x': 201, 'y': 614}, {'x': 386, 'y': 614}, {'x': 386, 'y': 653}, {'x': 200, 'y': 653}]",0.9960
WITH CHARLES SCHWAB'S AI,"[{'x': 80, 'y': 614}, {'x': 675, 'y': 613}, {'x': 675, 'y': 652}, {'x': 80, 'y': 652}]",SCHWAB'S,"[{'x': 405, 'y': 614}, {'x': 616, 'y': 615}, {'x': 615, 'y': 653}, {'x': 404, 'y': 653}]",0.9900
WITH CHARLES SCHWAB'S AI,"[{'x': 80, 'y': 614}, {'x': 675, 'y': 613}, {'x': 675, 'y': 652}, {'x': 80, 'y': 652}]",AI,"[{'x': 634, 'y': 615}, {'x': 675, 'y': 615}, {'x': 675, 'y': 652}, {'x': 634, 'y': 653}]",0.8840
"Achieve 350% growth in STOCKS,","[{'x': 81, 'y': 663}, {'x': 744, 'y': 663}, {'x': 744, 'y': 708}, {'x': 81, 'y': 707}]",Achieve,"[{'x': 86, 'y': 666}, {'x': 231, 'y': 666}, {'x': 230, 'y': 707}, {'x': 84, 'y': 705}]",0.9960
"Achieve 350% growth in STOCKS,","[{'x': 81, 'y': 663}, {'x': 744, 'y': 663}, {'x': 744, 'y': 708}, {'x': 81, 'y': 707}]",350%,"[{'x': 248, 'y': 666}, {'x': 364, 'y': 666}, {'x': 364, 'y': 708}, {'x': 247, 'y': 707}]",0.9870
"Achieve 350% growth in STOCKS,","[{'x': 81, 'y': 663}, {'x': 744, 'y': 663}, {'x': 744, 'y': 708}, {'x': 81, 'y': 707}]",growth,"[{'x': 372, 'y': 666}, {'x': 503, 'y': 666}, {'x': 504, 'y': 708}, {'x': 372, 'y': 708}]",0.9940
"Achieve 350% growth in STOCKS,","[{'x': 81, 'y': 663}, {'x': 744, 'y': 663}, {'x': 744, 'y': 708}, {'x': 81, 'y': 707}]",in,"[{'x': 518, 'y': 666}, {'x': 550, 'y': 665}, {'x': 551, 'y': 708}, {'x': 518, 'y': 708}]",0.9990
"Achieve 350% growth in STOCKS,","[{'x': 81, 'y': 663}, {'x': 744, 'y': 663}, {'x': 744, 'y': 708}, {'x': 81, 'y': 707}]","STOCKS,","[{'x': 567, 'y': 665}, {'x': 744, 'y': 664}, {'x': 745, 'y': 708}, {'x': 568, 'y': 708}]",0.9930
"CRYPTO, and REAL ESTATE!","[{'x': 83, 'y': 716}, {'x': 633, 'y': 715}, {'x': 633, 'y': 758}, {'x': 83, 'y': 758}]","CRYPTO,","[{'x': 83, 'y': 716}, {'x': 263, 'y': 716}, {'x': 263, 'y': 758}, {'x': 85, 'y': 759}]",0.9860
"CRYPTO, and REAL ESTATE!","[{'x': 83, 'y': 716}, {'x': 633, 'y': 715}, {'x': 633, 'y': 758}, {'x': 83, 'y': 758}]",and,"[{'x': 271, 'y': 716}, {'x': 337, 'y': 716}, {'x': 337, 'y': 758}, {'x': 272, 'y': 758}]",0.9990
"CRYPTO, and REAL ESTATE!","[{'x': 83, 'y': 716}, {'x': 633, 'y': 715}, {'x': 633, 'y': 758}, {'x': 83, 'y': 758}]",REAL,"[{'x': 351, 'y': 716}, {'x': 453, 'y': 716}, {'x': 452, 'y': 758}, {'x': 351, 'y': 758}]",0.9910
"CRYPTO, and REAL ESTATE!","[{'x': 83, 'y': 716}, {'x': 633, 'y': 715}, {'x': 633, 'y': 758}, {'x': 83, 'y': 758}]",ESTATE!,"[{'x': 467, 'y': 716}, {'x': 633, 'y': 717}, {'x': 631, 'y': 758}, {'x': 466, 'y': 758}]",0.9910
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",Claim,"[{'x': 82, 'y': 768}, {'x': 176, 'y': 767}, {'x': 176, 'y': 810}, {'x': 82, 'y': 809}]",0.9970
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",your,"[{'x': 199, 'y': 767}, {'x': 288, 'y': 766}, {'x': 288, 'y': 811}, {'x': 199, 'y': 810}]",0.9930
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",FREE,"[{'x': 297, 'y': 766}, {'x': 396, 'y': 766}, {'x': 396, 'y': 811}, {'x': 297, 'y': 811}]",0.9900
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",$14K,"[{'x': 412, 'y': 766}, {'x': 503, 'y': 766}, {'x': 503, 'y': 811}, {'x': 412, 'y': 811}]",0.9890
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",AI,"[{'x': 523, 'y': 766}, {'x': 566, 'y': 766}, {'x': 566, 'y': 810}, {'x': 523, 'y': 811}]",0.8710
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",TOOL,"[{'x': 575, 'y': 766}, {'x': 680, 'y': 766}, {'x': 680, 'y': 809}, {'x': 575, 'y': 810}]",0.9930
Claim your FREE $14K AI TOOL and,"[{'x': 81, 'y': 766}, {'x': 768, 'y': 765}, {'x': 768, 'y': 809}, {'x': 81, 'y': 810}]",and,"[{'x': 696, 'y': 766}, {'x': 764, 'y': 766}, {'x': 764, 'y': 808}, {'x': 696, 'y': 809}]",0.9990
$19K INSIDER STOCK TIP today!,"[{'x': 83, 'y': 816}, {'x': 712, 'y': 817}, {'x': 712, 'y': 860}, {'x': 83, 'y': 858}]",$19K,"[{'x': 84, 'y': 817}, {'x': 173, 'y': 817}, {'x': 173, 'y': 858}, {'x': 84, 'y': 858}]",0.9900
$19K INSIDER STOCK TIP today!,"[{'x': 83, 'y': 816}, {'x': 712, 'y': 817}, {'x': 712, 'y': 860}, {'x': 83, 'y': 858}]",INSIDER,"[{'x': 190, 'y': 817}, {'x': 345, 'y': 817}, {'x': 344, 'y': 858}, {'x': 190, 'y': 858}]",0.9930
$19K INSIDER STOCK TIP today!,"[{'x': 83, 'y': 816}, {'x': 712, 'y': 817}, {'x': 712, 'y': 860}, {'x': 83, 'y': 858}]",STOCK,"[{'x': 365, 'y': 817}, {'x': 498, 'y': 817}, {'x': 497, 'y': 859}, {'x': 364, 'y': 858}]",0.9980
$19K INSIDER STOCK TIP today!,"[{'x': 83, 'y': 816}, {'x': 712, 'y': 817}, {'x': 712, 'y': 860}, {'x': 83, 'y': 858}]",TIP,"[{'x': 520, 'y': 817}, {'x': 574, 'y': 818}, {'x': 573, 'y': 860}, {'x': 519, 'y': 859}]",0.9980
$19K INSIDER STOCK TIP today!,"[{'x': 83, 'y': 816}, {'x': 712, 'y': 817}, {'x': 712, 'y': 860}, {'x': 83, 'y': 858}]",today!,"[{'x': 588, 'y': 818}, {'x': 711, 'y': 818}, {'x': 709, 'y': 861}, {'x': 587, 'y': 860}]",0.9930
LIMITED SPOTS AVAILABLE!,"[{'x': 83, 'y': 868}, {'x': 635, 'y': 867}, {'x': 635, 'y': 908}, {'x': 83, 'y': 910}]",LIMITED,"[{'x': 85, 'y': 869}, {'x': 233, 'y': 869}, {'x': 232, 'y': 910}, {'x': 84, 'y': 911}]",0.9940
LIMITED SPOTS AVAILABLE!,"[{'x': 83, 'y': 868}, {'x': 635, 'y': 867}, {'x': 635, 'y': 908}, {'x': 83, 'y': 910}]",SPOTS,"[{'x': 258, 'y': 869}, {'x': 387, 'y': 869}, {'x': 386, 'y': 909}, {'x': 257, 'y': 909}]",0.9940
LIMITED SPOTS AVAILABLE!,"[{'x': 83, 'y': 868}, {'x': 635, 'y': 867}, {'x': 635, 'y': 908}, {'x': 83, 'y': 910}]",AVAILABLE!,"[{'x': 406, 'y': 869}, {'x': 634, 'y': 868}, {'x': 634, 'y': 909}, {'x': 406, 'y': 909}]",0.9930
https://cutt.ly/BePc6cVn?,"[{'x': 83, 'y': 971}, {'x': 573, 'y': 969}, {'x': 573, 'y': 1013}, {'x': 83, 'y': 1015}]",https://cutt.ly/BePc6cVn?,"[{'x': 84, 'y': 973}, {'x': 573, 'y': 970}, {'x': 573, 'y': 1015}, {'x': 85, 'y': 1015}]",0.9260
dvA8sc=n5A2Fr,"[{'x': 83, 'y': 1021}, {'x': 398, 'y': 1021}, {'x': 398, 'y': 1063}, {'x': 83, 'y': 1063}]",dvA8sc=n5A2Fr,"[{'x': 83, 'y': 1021}, {'x': 398, 'y': 1022}, {'x': 395, 'y': 1064}, {'x': 83, 'y': 1063}]",0.9750
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",The,"[{'x': 286, 'y': 1156}, {'x': 343, 'y': 1156}, {'x': 344, 'y': 1193}, {'x': 287, 'y': 1193}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",sender,"[{'x': 353, 'y': 1156}, {'x': 463, 'y': 1157}, {'x': 464, 'y': 1194}, {'x': 354, 'y': 1194}]",0.9980
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",is,"[{'x': 470, 'y': 1157}, {'x': 501, 'y': 1157}, {'x': 502, 'y': 1194}, {'x': 471, 'y': 1194}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",not,"[{'x': 509, 'y': 1157}, {'x': 562, 'y': 1157}, {'x': 562, 'y': 1194}, {'x': 510, 'y': 1194}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",in,"[{'x': 569, 'y': 1157}, {'x': 597, 'y': 1157}, {'x': 598, 'y': 1193}, {'x': 570, 'y': 1194}]",0.9990
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",your,"[{'x': 607, 'y': 1157}, {'x': 684, 'y': 1157}, {'x': 685, 'y': 1193}, {'x': 608, 'y': 1193}]",0.9870
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",contact,"[{'x': 691, 'y': 1157}, {'x': 814, 'y': 1156}, {'x': 814, 'y': 1192}, {'x': 692, 'y': 1193}]",0.9940
The sender is not in your contact list.,"[{'x': 280, 'y': 1155}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 280, 'y': 1193}]",list.,"[{'x': 821, 'y': 1156}, {'x': 883, 'y': 1155}, {'x': 883, 'y': 1192}, {'x': 821, 'y': 1192}]",0.9930
Report Junk,"[{'x': 482, 'y': 1213}, {'x': 684, 'y': 1213}, {'x': 684, 'y': 1247}, {'x': 482, 'y': 1247}]",Report,"[{'x': 482, 'y': 1214}, {'x': 597, 'y': 1214}, {'x': 597, 'y': 1248}, {'x': 482, 'y': 1248}]",0.9940
Report Junk,"[{'x': 482, 'y': 1213}, {'x': 684, 'y': 1213}, {'x': 684, 'y': 1247}, {'x': 482, 'y': 1247}]",Junk,"[{'x': 609, 'y': 1214}, {'x': 679, 'y': 1214}, {'x': 679, 'y': 1248}, {'x': 609, 'y': 1248}]",0.9930
+,"[{'x': 68, 'y': 2328}, {'x': 116, 'y': 2328}, {'x': 116, 'y': 2374}, {'x': 68, 'y': 2374}]",+,"[{'x': 80, 'y': 2328}, {'x': 110, 'y': 2328}, {'x': 110, 'y': 2374}, {'x': 80, 'y': 2374}]",0.8810
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",Text,"[{'x': 221, 'y': 2328}, {'x': 298, 'y': 2328}, {'x': 298, 'y': 2375}, {'x': 221, 'y': 2374}]",0.9930
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",Message,"[{'x': 307, 'y': 2329}, {'x': 483, 'y': 2328}, {'x': 483, 'y': 2375}, {'x': 307, 'y': 2375}]",0.9940
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",.,"[{'x': 496, 'y': 2328}, {'x': 520, 'y': 2328}, {'x': 520, 'y': 2375}, {'x': 496, 'y': 2375}]",0.8320
Text Message . SMS,"[{'x': 215, 'y': 2326}, {'x': 618, 'y': 2326}, {'x': 618, 'y': 2374}, {'x': 215, 'y': 2374}]",SMS,"[{'x': 530, 'y': 2328}, {'x': 614, 'y': 2327}, {'x': 614, 'y': 2374}, {'x': 530, 'y': 2375}]",0.9980
